668286279830867968,142,515
668291999406125056,32,249
668297328638447616,306,632
668466899341221888,528,899
668480044826800133,152,469
668484198282485761,241,434
668496999348633600,135,420
668507509523615744,111,332
668528771708952576,232,470
668537837512433665,77,257
668542336805281792,222,470
668544745690562560,233,531
668567822092664832,57,250
668614819948453888,322,621
668620235289837568,44,207
668623201287675904,799,1468
668625577880875008,138,393
668627278264475648,118,324
668631377374486528,326,735
668633411083464705,1697,2877
668636665813057536,502,1061
668641109086707712,554,1098
668643542311546881,543,899
668645506898350081,554,914
668655139528511488,223,541
668779399630725120,382,715
668815180734689280,279,580
668826086256599040,141,443
668852170888998912,171,461
668872652652679168,308,540
668892474547511297,155,401
668902994700836864,103,323
668932921458302977,59,273
668955713004314625,74,286
668960084974809088,245,719
668975677807423489,602,1326
668979806671884288,356,807
668981893510119424,317,549
668986018524233728,173,563
668988183816871936,488,914
668989615043424256,338,695
668992363537309700,357,754
668994913074286592,240,450
669000397445533696,6567,21275
669006782128353280,258,588
669015743032369152,384,755
669037058363662336,322,672
669203728096960512,493,1020
669214165781868544,175,447
669216679721873412,414,1209
669324657376567296,214,503
669327207240699904,119,585
669328503091937280,430,1029
669351434509529089,194,450
669353438988365824,266,658
669354382627049472,1307,2762
669359674819481600,127,374
669363888236994561,237,637
669367896104181761,164,472
669371483794317312,186,504
669375718304980992,753,1365
669393256313184256,79,375
669564461267722241,128,393
669567591774625800,58,239
669571471778410496,1049,1614
669573570759163904,146,444
669583744538451968,957,1514
669597912108789760,155,519
669603084620980224,375,960
669625907762618368,1864,3601
669661792646373376,455,820
669680153564442624,299,679
669682095984410625,136,358
669683899023405056,114,395
669749430875258880,67,277
669753178989142016,414,828
669923323644657664,59,242
669926384437997569,108,383
669942763794931712,172,520
669970042633789440,62,308
669972011175813120,168,453
669993076832759809,87,329
670003130994700288,96,341
670037189829525505,288,598
670040295598354432,115,769
670046952931721218,181,657
670055038660800512,342,683
670061506722140161,353,781
670069087419133954,252,644
670073503555706880,817,1599
670079681849372674,1282,2264
670086499208155136,262,711
670093938074779648,348,1051
670290420111441920,297,722
670303360680108032,139,434
670319130621435904,1263,3935
670338931251150849,114,434
670361874861563904,69,335
670374371102445568,277,758
670385711116361728,219,574
670403879788544000,162,442
670408998013820928,232,568
670411370698022913,929,2067
670417414769758208,330,580
670420569653809152,327,639
670421925039075328,656,1339
670427002554466305,170,527
670428280563085312,651,1410
670433248821026816,117,334
670434127938719744,666,1431
670435821946826752,533,1074
670442337873600512,203,655
670444955656130560,2040,6845
670449342516494336,694,1218
670452855871037440,214,560
670465786746662913,570,987
670468609693655041,87,359
670474236058800128,788,1564
670668383499735048,5205,10927
670676092097810432,44,257
670679630144274432,292,759
670691627984359425,251,599
670704688707301377,383,778
670717338665226240,510,1237
670727704916926465,372,842
670733412878163972,527,981
670755717859713024,115,449
670764103623966721,435,1093
670778058496974848,74,333
670780561024270336,297,795
670782429121134593,797,1597
670783437142401025,408,832
670786190031921152,207,609
670789397210615808,248,674
670792680469889025,286,850
670797304698376195,244,747
670803562457407488,89,347
670804601705242624,986,2009
670807719151067136,504,1174
670811965569282048,277,1155
670815497391357952,1587,3239
670822709593571328,99,625
670823764196741120,198,791
670826280409919488,4186,5665
670832455012716544,225,748
670833812859932673,128,457
670838202509447168,718,1139
670840546554966016,201,606
670842764863651840,9021,25043
670995969505435648,301,1126
671109016219725825,453,1167
671115716440031232,795,1384
671122204919246848,2601,3571
671134062904504320,199,765
671138694582165504,417,950
671141549288370177,673,1188
671147085991960577,235,689
671151324042559489,159,687
671154572044468225,225,738
671159727754231808,84,381
671163268581498880,1140,1694
671166507850801152,362,891
671182547775299584,356,1147
671186162933985280,218,750
671347597085433856,441,981
671355857343524864,116,487
671357843010908160,151,407
671362598324076544,301,1131
671390180817915904,755,1448
671485057807351808,239,774
671486386088865792,212,589
671488513339211776,483,1028
671497587707535361,460,933
671504605491109889,3652,7174
671511350426865664,748,1641
671518598289059840,302,968
671520732782923777,540,1422
671528761649688577,265,852
671533943490011136,596,1040
671536543010570240,420,1202
671538301157904385,408,938
671542985629241344,584,1110
671544874165002241,1082,2026
671547767500775424,613,1375
671561002136281088,7458,13089
671729906628341761,4495,8673
671735591348891648,778,1474
671743150407421952,238,752
671744970634719232,795,1372
671763349865160704,953,1714
671768281401958400,540,1217
671789708968640512,3598,7195
671855973984772097,465,924
671866342182637568,516,1145
671874878652489728,576,1271
671879137494245376,707,1448
671882082306625538,1419,3535
671891728106971137,585,1357
671896809300709376,4288,8627
672068090318987265,530,1322
672082170312290304,377,960
672095186491711488,377,1015
672125275208069120,1178,2458
672139350159835138,740,1781
672160042234327040,369,887
672169685991993344,382,1041
672205392827572224,1191,2308
672222792075620352,217,802
672231046314901505,1044,1873
672239279297454080,330,911
672245253877968896,162,700
672248013293752320,629,1756
672254177670729728,765,1463
672256522047614977,1607,2873
672264251789176834,349,1170
672267570918129665,634,1532
672272411274932228,3503,6579
672466075045466113,557,1381
672475084225949696,722,1464
672481316919734272,128,728
672482722825261057,626,1158
672488522314567680,451,1136
672523490734551040,178,653
672538107540070400,381,1048
672591271085670400,190,744
672591762242805761,345,968
672594978741354496,624,1353
672604026190569472,413,1133
672609152938721280,401,1137
672614745925664768,604,1249
672622327801233409,513,1319
672640509974827008,333,991
672828477930868736,507,1273
672834301050937345,589,1339
672877615439593473,381,1052
672884426393653248,856,1584
672898206762672129,435,912
672902681409806336,521,1394
672964561327235073,662,1450
672968025906282496,566,1336
672970152493887488,368,970
672975131468300288,948,1723
672980819271634944,1036,1850
672984142909456390,562,1278
672988786805112832,303,1000
672995267319328768,308,976
672997845381865473,747,2005
673148804208660480,651,1731
673213039743795200,879,2298
673240798075449344,757,1450
673270968295534593,383,1083
673295268553605120,3283,7681
673317986296586240,270,885
673320132811366400,8253,13767
673342308415348736,610,1300
673343217010679808,280,993
673345638550134785,1326,2582
673350198937153538,221,756
673352124999274496,556,1686
673355879178194945,605,1521
673359818736984064,696,1481
673363615379013632,318,1045
673576835670777856,582,1415
673580926094458881,276,850
673583129559498752,381,1218
673612854080196609,748,1623
673636718965334016,376,1138
673656262056419329,253,733
673662677122719744,374,1278
673680198160809984,484,1402
673686845050527744,455,1479
673688752737402881,516,1293
673689733134946305,676,1779
673697980713705472,2038,3893
673700254269775872,595,1476
673705679337693185,413,1285
673707060090052608,405,1124
673708611235921920,299,1100
673709992831262724,284,869
673711475735838725,308,1058
673715861853720576,2170,3625
673887867907739649,262,952
673906403526995968,1682,3273
673919437611909120,383,1195
673956914389192708,1004,1994
674008982932058114,368,1232
674014384960745472,674,1602
674019345211760640,312,1159
674024893172875264,1281,1824
674036086168010753,223,863
674038233588723717,426,1124
674042553264685056,134,737
674045139690631169,666,1458
674051556661161984,503,1478
674053186244734976,1354,3405
674063288070742018,2317,6528
674075285688614912,300,1003
674082852460433408,177,773
674255168825880576,583,1506
674262580978937856,475,1334
674265582246694913,887,1678
674269164442398721,236,919
674271431610523648,760,1609
674291837063053312,6154,15140
674318007229923329,537,1451
674372068062928900,322,865
674394782723014656,597,1537
674410619106390016,484,1231
674416750885273600,146,704
674422304705744896,557,1472
674436901579923456,412,1143
674447403907457024,372,1086
674468880899788800,2155,6399
674632714662858753,602,1542
674638615994089473,605,1724
674644256330530816,281,1059
674646392044941312,524,1482
674664755118911488,265,948
674670581682434048,685,1659
674690135443775488,487,1184
674737130913071104,96,663
674739953134403584,413,1145
674743008475090944,581,1445
674752233200820224,486,1498
674754018082705410,468,1399
674764817387900928,249,808
674767892831932416,832,1881
674774481756377088,496,1162
674781762103414784,1263,2062
674788554665512960,218,835
674790488185167872,264,1138
674793399141146624,1144,2575
674800520222154752,900,3093
674805413498527744,370,887
674999807681908736,1154,2316
675003128568291329,497,1600
675006312288268288,236,1009
675015141583413248,1259,2795
675047298674663426,342,1094
675109292475830276,1189,2885
675111688094527488,265,995
675113801096802304,819,2012
675135153782571009,518,1343
675145476954566656,947,2206
675146535592706048,328,1236
675147105808306176,253,972
675149409102012420,1767,3860
675153376133427200,2739,6488
675166823650848770,1694,3723
675334060156301312,1360,2877
675349384339542016,2377,4045
675354435921575936,18065,33874
675362609739206656,240,1080
675372240448454658,531,1754
675432746517426176,597,1575
675483430902214656,1020,1913
675489971617296384,625,1347
675497103322386432,1364,3245
675501075957489664,6119,17711
675517828909424640,481,1351
675522403582218240,300,1074
675531475945709568,404,1218
675534494439489536,439,1879
675706639471788032,103,668
675707330206547968,734,2052
675710890956750848,868,1956
675740360753160193,365,1209
675781562965868544,499,1681
675798442703122432,3572,10609
675820929667219457,242,1088
675822767435051008,563,1580
675845657354215424,937,2365
675853064436391936,1368,2781
675870721063669760,601,1698
675878199931371520,1473,4330
675888385639251968,1015,2462
675891555769696257,922,2216
675898130735476737,604,1700
676089483918516224,452,1368
676098748976615425,1519,3123
676101918813499392,1224,2914
676146341966438401,705,1987
676191832485810177,1083,2368
676215927814406144,620,1802
676219687039057920,32810,77701
676237365392908289,309,1272
676263575653122048,580,2157
676430933382295552,364,1455
676440007570247681,703,1788
676470639084101634,4946,12057
676496375194980353,567,1581
676533798876651520,594,1953
676575501977128964,1188,2696
676582956622721024,296,1256
676588346097852417,846,2431
676603393314578432,411,1219
676606785097199616,465,1957
676613908052996102,207,1136
676617503762681856,1044,3015
676776431406465024,2124,5196
676811746707918848,449,1471
676819651066732545,704,1871
676821958043033607,16578,23988
676864501615042560,754,2192
676897532954456065,765,2344
676936541936185344,5213,13210
676942428000112642,807,2158
676946864479084545,400,1776
676948236477857792,925,2264
676949632774234114,422,1356
676957860086095872,857,2302
676975532580409345,1137,2891
677187300187611136,982,2847
677228873407442944,1741,3693
677269281705472000,749,2079
677301033169788928,435,1296
677314812125323265,569,1718
677328882937298944,1587,3781
677331501395156992,252,1138
677334615166730240,314,1418
677530072887205888,240,1120
677547928504967168,3868,7221
677557565589463040,1238,2543
677565715327688705,484,1348
677573743309385728,770,2233
677644091929329666,848,1955
677662372920729601,1040,2031
677673981332312066,1598,3489
677687604918272002,898,2585
677698403548192770,339,1278
677700003327029250,1537,3545
677716515794329600,1030,3180
677895101218201600,2245,5040
677918531514703872,436,1410
678021115718029313,6791,14381
678255464182861824,397,1653
678278586130948096,6486,11990
678334497360859136,279,1358
678341075375947776,573,1808
678380236862578688,967,2554
678389028614488064,450,1952
678396796259975168,449,1659
678399652199309312,33941,82540
678410210315247616,1950,4434
678424312106393600,2711,5659
678446151570427904,1673,4183
678643457146150913,455,2146
678675843183484930,1584,3008
678740035362037760,1817,3934
678755239630127104,3535,7477
678764513869611008,508,1714
678767140346941444,1464,3701
678774928607469569,985,2930
678798276842360832,1272,3649
678800283649069056,963,2694
678969228704284672,495,1721
678991772295516161,1258,2438
679047485189439488,730,2357
679062614270468097,8790,17898
679111216690831360,2735,6236
679132435750195208,1237,3111
679148763231985668,1103,2907
679158373988876288,8688,22541
679462823135686656,20192,33304
679475951516934144,686,2201
679503373272485890,1589,3307
679511351870550016,1366,3535
679527802031484928,775,2777
679530280114372609,2221,4998
679722016581222400,501,1742
679729593985699840,880,2270
679736210798047232,852,2194
679777920601223168,1197,3233
679828447187857408,15060,38076
679844490799091713,822,2488
679854723806179328,1322,3013
679862121895714818,668,2580
679877062409191424,691,2069
680055455951884288,7624,17548
680070545539371008,939,2704
680085611152338944,9562,13443
680100725817409536,1465,3752
680115823365742593,973,2853
680130881361686529,1018,2406
680145970311643136,1871,3803
680161097740095489,789,2435
680176173301628928,1685,4102
680191257256136705,540,2255
680206703334408192,1260,2985
680221482581123072,309,1525
680440374763077632,544,1527
680473011644985345,801,2675
680494726643068929,518,1800
680497766108381184,2054,4450
680583894916304897,1446,3810
680609293079592961,768,2771
680798457301471234,1122,3005
680801747103793152,889,2489
680836378243002368,1429,3636
680889648562991104,394,1853
680913438424612864,664,2513
680934982542561280,472,2187
680940246314430465,1134,3385
680959110691590145,2140,4788
680970795137544192,715,2556
681193455364796417,1603,3904
681231109724700672,519,2518
681242418453299201,581,1575
681261549936340994,295,1531
681281657291280384,1182,3389
681297372102656000,1028,3363
681302363064414209,1967,4153
681320187870711809,811,2793
681339448655802368,4358,9775
681523177663676416,6251,15068
681579835668455424,1402,3725
681610798867845120,509,2011
681654059175129088,996,2784
681679526984871937,482,1853
681694085539872773,4346,13441
681891461017812993,888,2597
681981167097122816,1107,2930
682003177596559360,1645,3315
682032003584274432,2158,6928
682047327939461121,1038,3382
682059653698686977,1819,5231
682242692827447297,1271,3426
682259524040966145,1304,4394
682303737705140231,1073,3247
682389078323662849,503,1759
682393905736888321,734,2362
682406705142087680,1894,7994
682429480204398592,1250,3616
682638830361513985,646,2163
682662431982772225,1163,3206
682697186228989953,387,1381
682750546109968385,469,1605
682788441537560576,1201,2602
682962037429899265,17934,38918
683030066213818368,786,2269
683078886620553216,603,2089
683098815881154561,708,2282
683111407806746624,979,3578
683142553609318400,1113,3035
683357973142474752,1007,3087
683391852557561860,2569,8023
683449695444799489,1726,4108
683462770029932544,718,2563
683481228088049664,1067,2774
683498322573824003,1031,3344
683742671509258241,3572,6852
683773439333797890,1459,3522
683828599284170753,1138,2945
683834909291606017,1192,2760
683849932751646720,1052,2763
683852578183077888,377,2029
683857920510050305,1200,4001
684097758874210310,1546,4326
684122891630342144,511,2097
684177701129875456,724,2124
684188786104872960,1258,3666
684195085588783105,560,2018
684200372118904832,1108,2278
684222868335505415,1478,4049
684225744407494656,229,1306
684241637099323392,3553,8586
684460069371654144,595,2084
684481074559381504,1253,4070
684538444857667585,1028,2790
684567543613382656,1326,3171
684594889858887680,3799,9415
684800227459624960,1071,2857
684880619965411328,879,2210
684902183876321280,569,1979
684914660081053696,1567,3690
684926975086034944,502,3688
684940049151070208,1119,3385
684959798585110529,3364,7179
685169283572338688,1527,4323
685198997565345792,715,2457
685268753634967552,1297,3262
685307451701334016,472,2176
685315239903100929,1158,3525
685321586178670592,687,2786
685325112850124800,4283,9988
685532292383666176,1234,3200
685547936038666240,16837,34732
685641971164143616,835,3091
685663452032069632,1571,3423
685667379192414208,616,2468
685906723014619143,3127,7925
685943807276412928,646,1717
685973236358713344,564,2220
686003207160610816,678,1919
686007916130873345,450,2609
686034024800862208,1248,3283
686050296934563840,781,2325
686358356425093120,729,2317
686377065986265092,601,2340
686386521809772549,942,3431
686606069955735556,583,1999
686618349602762752,1456,3884
686683045143953408,861,2961
686730991906516992,1286,4376
686749460672679938,1563,3657
686947101016735744,3407,9070
687096057537363968,651,2361
687102708889812993,1064,2469
687109925361856513,2641,6121
687124485711986689,543,2278
687127927494963200,2458,5756
687312378585812992,2034,4591
687317306314240000,9815,21170
687460506001633280,584,2158
687476254459715584,572,2078
687480748861947905,261,1682
687494652870668288,614,2012
687664829264453632,549,2043
687704180304273409,898,2570
687807801670897665,754,2521
687818504314159109,1015,2635
687826841265172480,1208,2882
688064179421470721,386,1816
688116655151435777,841,2972
688179443353796608,629,2227
688211956440801280,896,2346
688385280030670848,4777,9783
688519176466644993,788,2436
688547210804498433,756,2748
688789766343622656,714,2337
688804835492233216,209,1011
688828561667567616,398,1458
688894073864884227,742,2352
688898160958271489,845,2219
688908934925697024,827,2230
688916208532455424,933,2871
689143371370250240,552,2130
689154315265683456,1075,3227
689275259254616065,262,1216
689280876073582592,771,2102
689283819090870273,1186,3464
689289219123089408,1000,2371
689517482558820352,1531,3572
689557536375177216,494,2158
689599056876867584,5925,12248
689623661272240129,692,2353
689659372465688576,4159,10917
689661964914655233,998,3370
689835978131935233,810,2280
689877686181715968,1267,3185
689905486972461056,743,2562
689977555533848577,478,1445
689999384604450816,400,1504
690005060500217858,1807,3863
690015576308211712,792,2647
690021994562220032,1107,2943
690248561355657216,438,1772
690360449368465409,955,2780
690374419777196032,923,3435
690400367696297985,486,1974
690597161306841088,646,2071
690649993829576704,300,1378
690690673629138944,855,2450
690728923253055490,553,2290
690735892932222976,1372,3985
690932576555528194,1095,3463
690938899477221376,2136,4359
690959652130045952,1345,3778
691090071332753408,359,1798
691096613310316544,953,3119
691321916024623104,707,2708
691416866452082688,8195,20359
691444869282295808,909,2792
691459709405118465,1235,4278
691483041324204033,606,2496
691675652215414786,544,2050
691756958957883396,1095,3043
691820333922455552,1773,4162
692017291282812928,1019,3017
692142790915014657,421,1728
692158366030913536,849,2264
692187005137076224,876,2659
692417313023332352,3716,9824
692530551048294401,449,1943
692535307825213440,1452,3367
692568918515392513,1647,4569
692752401762250755,3884,7183
692828166163931137,943,3029
692894228850999298,866,2397
692901601640583168,649,1882
692905862751522816,941,2562
692919143163629568,799,2815
693095443459342336,495,1974
693109034023534592,658,1807
693155686491000832,3421,8300
693231807727280129,786,3015
693262851218264065,536,2350
693280720173801472,1326,3540
693486665285931008,675,1872
693590843962331137,2114,5332
693622659251335168,397,1626
693629975228977152,855,2583
693642232151285760,445,2670
693647888581312512,635,2839
693942351086120961,395,1821
694001791655137281,1105,3568
694183373896572928,995,3098
694206574471057408,2173,4404
694329668942569472,537,2112
694352839993344000,665,2144
694356675654983680,311,1584
694669722378485760,15482,37592
694905863685980160,1001,2900
695051054296211456,841,2806
695064344191721472,641,1687
695074328191332352,1182,2993
695095422348574720,658,2784
695314793360662529,1576,3830
695409464418041856,3822,9089
695446424020918272,1940,4589
695629776980148225,2245,4803
695767669421768709,798,1968
695794761660297217,840,3355
695816827381944320,1247,3163
696405997980676096,1217,3389
696488710901260288,1107,2673
696713835009417216,691,2500
696754882863349760,382,1549
696877980375769088,761,2565
696886256886657024,1920,5090
696894894812565505,726,2459
696900204696625153,1096,3356
697242256848379904,711,2646
697255105972801536,1239,3176
697259378236399616,1067,3459
697270446429966336,1988,4923
697463031882764288,1475,3589
697482927769255936,722,2547
697575480820686848,539,2146
697596423848730625,1352,3195
697616773278015490,1083,3333
697881462549430272,1273,3170
697943111201378304,737,2530
697990423684476929,1386,3463
697995514407682048,358,1608
698178924120031232,791,2946
698195409219559425,6378,17624
698262614669991936,2147,5002
698342080612007937,1013,2380
698355670425473025,484,1969
698549713696649216,661,2439
698635131305795584,364,1351
698703483621523456,406,1524
698710712454139905,729,2600
698907974262222848,664,2671
698953797952008193,969,2847
698989035503689728,1054,3552
699036661657767936,1278,2743
699072405256409088,1269,3157
699079609774645248,704,2576
699088579889332224,673,2352
699323444782047232,924,3326
699370870310113280,469,1980
699413908797464576,663,2178
699423671849451520,353,1446
699434518667751424,543,2281
699446877801091073,2799,6248
699691744225525762,4915,10797
699775878809702401,649,2064
699779630832685056,1328,2921
699788877217865730,531,2358
700143752053182464,2945,7931
700151421916807169,707,2356
700167517596164096,799,2787
700462010979500032,1928,4353
700505138482569216,610,2398
700518061187723268,856,2782
700747788515020802,10023,24016
700796979434098688,1028,2565
700847567345688576,536,2555
700864154249383937,656,2722
700890391244103680,616,2334
701214700881756160,5475,12851
701545186879471618,656,2797
701570477911896070,1002,2971
701601587219795968,489,2196
701889187134500865,1471,3746
701952816642965504,1093,4006
701981390485725185,1062,3622
702217446468493312,1432,5056
702276748847800320,816,2605
702321140488925184,1101,3451
702539513671897089,1020,3026
702598099714314240,3497,10875
702671118226825216,601,2311
702684942141153280,1155,3382
702932127499816960,773,2724
703041949650034688,13423,27746
703079050210877440,3319,7770
703268521220972544,584,2067
703356393781329922,414,2015
703382836347330562,1219,3680
703407252292673536,744,2581
703425003149250560,1477,3989
703611486317502464,1620,4061
703631701117943808,739,2726
703769065844768768,1214,3463
703774238772166656,500,1938
704054845121142784,979,3064
704113298707505153,603,1954
704347321748819968,374,1667
704364645503647744,3806,8436
704480331685040129,1131,3572
704499785726889984,1067,3091
704761120771465216,3100,6967
704819833553219584,1068,2768
704847917308362754,1638,5370
704859558691414016,582,2369
704871453724954624,1189,4481
705066031337840642,646,2280
705102439679201280,546,2256
705223444686888960,864,2710
705239209544720384,804,3147
705428427625635840,1810,4014
705442520700944385,1756,4676
705475953783398401,989,3106
705591895322394625,1230,3330
705786532653883392,561,2050
705898680587526145,597,2496
705970349788291072,953,3295
705975130514706432,789,3255
706166467411222528,1720,5411
706265994973601792,982,2866
706291001778950144,499,1787
706310011488698368,8535,22505
706346369204748288,986,3623
706516534877929472,1107,3255
706538006853918722,1512,3634
706593038911545345,670,2265
706644897839910912,1169,2708
706681918348251136,1035,3491
706901761596989440,640,2174
707014260413456384,639,2427
707021089608753152,1465,4271
707038192327901184,851,2306
707059547140169728,726,2706
707297311098011648,851,2900
707315916783140866,686,2601
707377100785885184,1154,3446
707387676719185920,1391,3678
707411934438625280,640,2393
707420581654872064,739,2393
707610948723478529,6856,17821
707693576495472641,1071,3613
707741517457260545,653,2620
707776935007539200,1012,3443
707969809498152960,1034,2827
707995814724026368,1202,3281
708026248782585858,2042,4580
708109389455101952,578,2027
708119489313951744,1045,2818
708130923141795840,892,3556
708149363256774660,1644,4488
708349470027751425,789,2467
708356463048204288,1428,3795
708469915515297792,877,3240
708479650088034305,720,2674
708711088997666817,776,2679
708738143638450176,872,2877
708810915978854401,7427,17309
708834316713893888,538,1780
708845821941387268,957,3123
709042156699303936,1753,4986
709158332880297985,450,2143
709198395643068416,685,2531
709207347839836162,6236,13231
709225125749587968,609,2521
709409458133323776,740,2743
709449600415961088,626,2333
709519240576036864,256,1560
709556954897764353,1135,3449
709566166965075968,1287,3717
709852847387627521,1275,3671
709901256215666688,105,706
709918798883774466,1140,3127
710117014656950272,2124,5773
710140971284037632,954,2902
710153181850935296,954,3050
710269109699739648,1205,2514
710272297844797440,1343,4744
710283270106132480,550,2239
710588934686908417,2000,4769
710658690886586372,603,2422
710833117892898816,576,2819
710844581445812225,736,2670
710997087345876993,1487,4771
711008018775851008,663,3135
711306686208872448,780,3471
711363825979756544,1209,3831
711652651650457602,979,4055
711694788429553666,19510,34422
711732680602345472,4394,9312
711743778164514816,1050,2981
711968124745228288,2466,8449
711998809858043904,134,0
712065007010385924,667,2374
712085617388212225,516,3403
712092745624633345,959,3083
712097430750289920,1105,3977
712438159032893441,1671,5580
712668654853337088,1297,4357
712717840512598017,5338,12945
712809025985978368,7189,19500
713175907180089344,1556,4671
713177543487135744,3016,7541
713411074226274305,1377,4623
713761197720473600,1470,5114
713900603437621249,792,2969
713919462244790272,827,3430
714141408463036416,1498,4516
714214115368108032,938,2377
714251586676113411,895,3424
714258258790387713,764,3151
714606013974974464,987,3800
714631576617938945,1070,3423
714957620017307648,1514,4337
714982300363173890,1106,3933
715009755312439296,1321,4362
715200624753819648,2013,5358
715220193576927233,696,2529
715342466308784130,727,3170
715360349751484417,1680,5730
715680795826982913,1728,4534
715696743237730304,1371,4093
715733265223708672,1800,4893
715928423106027520,932,3341
716080869887381504,2049,7033
716285507865542656,1158,2911
716439118184652801,227,2478
716791146589110272,1527,6257
716802964044845056,1255,4475
717009362452090881,1038,3420
717047459982213120,2033,6562
717421804990701568,899,3297
717537687239008257,1966,6025
717790033953034240,1204,3021
717841801130979328,631,2568
718234618122661888,1069,4062
718246886998687744,534,2022
718454725339934721,1607,5093
718460005985447936,564,2820
718540630683709445,1079,2601
718613305783398402,514,2553
718631497683582976,8606,19773
718939241951195136,1876,5485
718971898235854848,1168,3657
719332531645071360,1018,3572
719339463458033665,1335,4621
719367763014393856,786,2924
719551379208073216,2052,5290
719704490224398336,1546,4779
719991154352222208,1862,5058
720043174954147842,2140,5133
720059472081784833,1202,4069
720340705894408192,1037,3006
720389942216527872,2686,6719
720415127506415616,1592,4318
720775346191278080,722,2595
720785406564900865,822,3261
721001180231503872,656,2649
721503162398597120,1996,4878
722613351520608256,1743,5195
722974582966214656,1675,4308
723179728551723008,2002,5545
723673163800948736,950,3167
723688335806480385,3180,8079
723912936180330496,1307,4076
724004602748780546,1681,4381
724046343203856385,595,2786
724049859469295616,1888,4522
724405726123311104,1758,5552
724771698126512129,686,2481
724983749226668032,1389,3884
725729321944506368,1897,5434
725786712245440512,1450,4359
725842289046749185,2829,7391
726224900189511680,1228,4625
726828223124897792,1076,3723
726887082820554753,1606,4021
726935089318363137,2617,7217
727175381690781696,1468,4056
727286334147182592,871,3190
727314416056803329,802,3484
727524757080539137,1302,4683
727644517743104000,1864,6182
727685679342333952,683,3076
728015554473250816,1165,4295
728035342121635841,1780,4768
728046963732717569,1255,4519
728387165835677696,1023,3844
728409960103686147,2143,5152
728653952833728512,1109,3469
728751179681943552,725,2910
728760639972315136,1820,4899
728986383096946689,878,3318
729113531270991872,350,1975
729463711119904772,2466,6088
729823566028484608,1322,4183
729838605770891264,410,1792
729854734790754305,1204,4232
730196704625098752,2049,5123
730211855403241472,1130,4010
730427201120833536,1112,3633
730573383004487680,2304,5162
730924654643314689,2113,6435
731156023742988288,1359,4025
731285275100512256,1051,3661
732005617171337216,5836,15677
732375214819057664,2699,8488
732585889486888962,822,3865
732726085725589504,947,3706
732732193018155009,575,2564
733109485275860992,17973,51620
733460102733135873,1367,4419
733482008106668032,1015,3298
733822306246479872,1078,3851
733828123016450049,831,3776
